graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,X,Y,Z
0,0,0,True,False,False,0.0,0.0,0.0,0.0,12.0,5.5,-19.100001
0,1,0,True,False,False,0.0,0.0,0.0,0.0,48.899999,22.0,-33.899999
0,2,0,True,False,False,0.0,0.0,0.0,0.0,28.1,22.0,-14.0
0,3,0,True,False,False,0.0,0.0,0.0,0.0,48.899999,8.5,-50.100001
0,4,0,True,False,False,0.0,0.0,0.0,0.0,51.100001,2.5,-57.899999
0,5,0,True,False,False,0.0,0.0,0.0,0.0,19.899999,22.0,-26.100001
0,6,0,True,False,False,0.0,0.0,0.0,0.0,12.0,17.5,-20.899999
0,7,0,True,False,False,0.0,0.0,0.0,0.0,44.100001,8.5,-50.100001
0,8,0,True,False,False,0.0,0.0,0.0,0.0,50.9,5.5,-61.899999
0,9,0,True,False,False,0.0,0.0,0.0,1.0,50.0,13.0,-27.980808
0,10,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,22.0,-18.899999
0,11,0,True,False,False,0.0,0.0,0.0,0.0,11.9,5.5,-26.0
0,12,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,5.5,-21.1
0,13,0,True,False,False,0.0,1.0,0.0,0.0,22.0,5.5,-23.5
0,14,0,True,False,False,0.0,0.0,0.0,1.0,48.666667,8.5,-21.333333
0,15,0,True,False,False,0.0,0.0,0.0,0.0,12.033333,3.5,-26.1
0,16,0,True,False,False,0.0,0.0,0.0,0.0,51.100001,22.0,-50.100001
0,17,0,True,False,False,0.0,0.0,1.0,0.0,12.1,11.5,-18.899999
0,18,0,True,False,False,0.0,0.0,0.0,0.0,28.100001,5.5,-14.1
0,19,0,True,False,False,0.0,0.0,0.0,0.0,44.100001,17.5,-41.899999
0,20,0,True,False,False,0.0,0.0,1.0,0.0,49.100001,14.5,-61.899999
0,21,0,True,False,False,0.0,0.0,0.0,0.0,43.899999,17.5,-54.100001
0,22,0,True,False,False,0.0,0.0,0.0,0.0,50.9,2.5,-50.0
0,23,0,True,False,False,0.0,1.0,0.0,0.0,34.0,5.5,-15.498847
0,24,0,True,False,False,0.0,0.0,0.0,0.0,11.9,8.5,-21.100001
0,25,0,True,False,False,0.0,0.0,0.0,0.0,20.0,17.5,-20.899999
0,26,0,True,False,False,0.0,1.0,0.0,0.0,45.498847,22.0,-48.0
0,27,0,True,False,False,0.0,0.0,0.0,0.0,32.0,8.5,-20.899999
0,28,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,17.5,-14.0
0,29,0,True,False,False,0.0,0.0,0.0,0.0,19.899999,2.5,-25.899999
0,30,0,True,False,False,0.0,0.0,1.0,0.0,7.947619,13.214286,-26.02381
0,31,0,True,False,False,0.0,0.0,1.0,0.0,35.899999,14.5,-14.1
0,32,0,True,False,False,0.0,0.0,0.0,0.0,24.100001,5.5,-14.0
0,33,0,True,False,False,0.0,0.0,1.0,0.0,51.100001,14.5,-53.899999
0,34,0,True,False,False,0.0,0.0,1.0,0.0,43.899999,14.5,-37.899999
0,35,0,True,False,False,0.0,0.0,0.0,0.0,48.899999,22.0,-30.1
0,36,0,True,False,False,0.0,0.0,1.0,0.0,36.0,14.5,-19.100001
0,37,0,True,False,False,0.0,0.0,0.0,0.0,55.899999,5.5,-41.9
0,38,0,True,False,False,0.0,0.0,1.0,0.0,8.1,14.5,-25.9
0,39,0,True,False,False,0.0,0.0,1.0,0.0,19.899999,14.5,-18.899999
0,40,0,True,False,False,0.0,0.0,0.0,0.0,50.9,2.5,-46.0
0,41,0,True,False,False,0.0,0.0,1.0,0.0,51.100001,11.5,-38.100001
0,42,0,True,False,False,0.0,0.0,1.0,0.0,48.899999,14.5,-42.100001
0,43,0,True,False,False,0.0,1.0,0.0,0.0,54.501153,14.5,-56.0
0,44,0,True,False,False,0.0,0.0,0.0,0.0,28.033334,3.5,-13.9
0,45,0,True,False,False,0.0,0.0,0.0,0.0,28.100001,5.5,-21.100001
0,46,0,True,False,False,0.0,0.0,0.0,0.0,56.0,8.5,-57.9
0,47,0,True,False,False,0.0,0.0,0.0,0.0,49.1,2.5,-46.0
0,48,0,True,False,False,0.0,0.0,0.0,0.0,51.100001,22.0,-42.100001
0,49,0,True,False,False,0.0,0.0,0.0,0.0,32.100001,5.5,-26.0
0,50,0,True,False,False,0.0,0.0,1.0,0.0,16.0,14.5,-20.9
0,51,0,True,False,False,0.0,0.0,0.0,0.0,39.899999,8.5,-19.100001
0,52,0,True,False,False,0.0,0.0,0.0,0.0,56.100001,17.5,-41.899999
0,53,0,True,False,False,0.0,1.0,0.0,0.0,10.0,17.5,-24.501153
0,54,0,True,False,False,0.0,0.0,0.0,0.0,56.0,22.0,-30.1
0,55,0,True,False,False,0.0,0.0,1.0,0.0,48.9,14.5,-37.899999
0,56,0,True,False,False,0.0,0.0,0.0,0.0,20.0,2.5,-20.899999
0,57,0,True,False,False,0.0,0.0,1.0,0.0,56.100001,11.5,-46.100001
0,58,0,True,False,False,0.0,0.0,0.0,0.0,44.100001,2.5,-49.899999
0,59,0,True,False,False,0.0,0.0,1.0,0.0,32.100001,11.5,-14.0
0,60,0,True,False,False,0.0,1.0,0.0,0.0,34.0,14.5,-23.5
0,61,0,True,False,False,0.0,0.0,0.0,0.0,24.100001,22.0,-13.9
0,62,0,True,False,False,0.0,0.0,1.0,0.0,40.1,13.0,-21.0
0,63,0,True,False,False,0.0,0.0,0.0,0.0,23.899999,8.5,-14.0
0,64,0,True,False,False,0.0,0.0,0.0,0.0,44.100001,8.5,-45.899999
0,65,0,True,False,False,0.0,1.0,0.0,0.0,53.5,11.5,-56.0
0,66,0,True,False,False,0.0,0.0,0.0,0.0,44.1,22.0,-61.899999
0,67,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,22.0,-25.899999
0,68,0,True,False,False,0.0,1.0,0.0,0.0,45.498847,8.5,-32.0
0,69,0,True,False,False,0.0,0.0,1.0,0.0,16.100001,14.5,-25.899999
0,70,0,True,False,False,0.0,0.0,0.0,1.0,48.666667,2.5,-21.333333
0,71,0,True,False,False,0.0,0.0,1.0,0.0,48.899999,11.5,-37.899999
0,72,0,True,False,False,0.0,0.0,1.0,0.0,20.0,11.5,-19.1
0,73,0,True,False,False,0.0,0.0,1.0,0.0,55.899999,11.5,-54.100001
0,74,0,True,False,False,0.0,0.0,0.0,0.0,16.100001,5.5,-18.899999
0,75,0,True,False,False,0.0,0.0,1.0,0.0,12.1,11.5,-13.9
0,76,0,True,False,False,0.0,0.0,0.0,0.0,28.0,5.5,-20.899999
0,77,0,True,False,False,0.0,0.0,0.0,0.0,15.9,17.5,-26.100001
0,78,0,True,False,False,0.0,0.0,1.0,0.0,56.0,11.5,-45.899999
0,79,0,True,False,False,0.0,0.0,0.0,0.0,55.899999,8.5,-42.100001
0,80,0,True,False,False,0.0,0.0,1.0,0.0,11.9,14.5,-13.9
0,81,0,True,False,False,0.0,0.0,1.0,0.0,11.9,11.5,-18.899999
0,82,0,True,False,False,0.0,0.0,0.0,0.0,50.899999,17.5,-50.0
0,83,0,True,False,False,0.0,0.0,1.0,0.0,51.100001,14.5,-42.100001
0,84,0,True,False,False,0.0,0.0,0.0,0.0,51.100001,8.5,-30.100001
0,85,0,True,False,False,0.0,1.0,0.0,0.0,16.0,2.5,-23.5
0,86,0,True,False,False,0.0,0.0,1.0,0.0,49.100001,11.5,-54.0
0,87,0,True,False,False,0.0,1.0,0.0,0.0,22.0,8.5,-15.498847
0,88,0,True,False,False,0.0,0.0,0.0,0.0,16.1,17.5,-26.0
0,89,0,True,False,False,0.0,0.0,0.0,0.0,32.100001,5.5,-14.0
0,90,0,True,False,False,0.0,0.0,0.0,0.0,11.9,8.5,-14.1
0,91,0,True,False,False,0.0,1.0,0.0,0.0,34.0,22.0,-16.5
0,92,0,True,False,False,0.0,0.0,0.0,0.0,11.9,22.0,-25.9
0,93,0,True,False,False,0.0,0.0,0.0,0.0,36.100001,2.5,-14.1
0,94,0,True,False,False,0.0,0.0,0.0,0.0,56.0,17.5,-58.1
0,95,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,8.5,-26.100001
0,96,0,True,False,False,0.0,0.0,0.0,0.0,11.9,2.5,-14.1
0,97,0,True,False,False,0.0,0.0,0.0,0.0,43.9,3.5,-33.966667
0,98,0,True,False,False,0.0,0.0,0.0,0.0,50.9,23.5,-38.0
0,99,0,True,False,False,0.0,0.0,0.0,0.0,43.899999,22.0,-37.899999
0,100,0,True,False,False,0.0,0.0,0.0,0.0,51.100001,22.0,-57.899999
0,101,0,True,False,False,0.0,0.0,1.0,0.0,24.100001,14.5,-13.9
0,102,0,True,False,False,0.0,0.0,1.0,0.0,8.1,14.5,-18.899999
0,103,0,True,False,False,0.0,0.0,1.0,0.0,48.899999,14.5,-38.1
0,104,0,True,False,False,0.0,0.0,0.0,0.0,55.899999,22.0,-50.1
0,105,0,True,False,False,0.0,1.0,0.0,0.0,45.498847,14.5,-56.0
0,106,0,True,False,False,0.0,0.0,0.0,0.0,35.899999,2.5,-21.1
0,107,0,True,False,False,0.0,0.0,0.0,0.0,44.100001,5.5,-41.899999
0,108,0,True,False,False,0.0,0.0,0.0,0.0,31.899999,5.5,-18.899999
0,109,0,True,False,False,0.0,1.0,0.0,0.0,38.0,11.5,-16.5
0,110,0,True,False,False,0.0,0.0,0.0,0.0,23.899999,2.5,-21.100001
0,111,0,True,False,False,0.0,0.0,1.0,0.0,51.100001,11.5,-42.100001
0,112,0,True,False,False,0.0,1.0,0.0,0.0,46.5,2.5,-54.0
0,113,0,True,False,False,0.0,0.0,0.0,0.0,55.899999,17.5,-41.899999
0,114,0,True,False,False,0.0,0.0,0.0,0.0,36.1,5.5,-25.899999
0,115,0,True,False,False,0.0,0.0,0.0,0.0,28.100001,8.5,-18.899999
0,116,0,True,False,False,0.0,0.0,1.0,0.0,32.100001,14.5,-25.899999
0,117,0,True,False,False,0.0,0.0,0.0,0.0,56.100001,3.5,-46.033334
0,118,0,True,False,False,0.0,1.0,0.0,0.0,38.0,14.5,-15.498847
0,119,0,True,False,False,0.0,0.0,1.0,0.0,39.899999,14.5,-18.899999
0,120,0,True,False,False,0.0,0.0,0.0,0.0,8.1,8.5,-25.899999
0,121,0,True,False,False,0.0,0.0,0.0,0.0,43.899999,22.0,-42.100001
0,122,0,True,False,False,0.0,0.0,1.0,0.0,28.100001,11.5,-21.100001
0,123,0,True,False,False,0.0,0.0,0.0,0.0,15.9,8.5,-18.9
0,124,0,True,False,False,0.0,0.0,1.0,0.0,44.100001,14.5,-45.899999
0,125,0,True,False,False,0.0,0.0,0.0,0.0,32.1,17.5,-21.1
0,126,0,True,False,False,0.0,0.0,0.0,0.0,50.899999,5.5,-38.0
0,127,0,True,False,False,0.0,0.0,0.0,0.0,28.100001,22.0,-18.899999
0,128,0,True,False,False,0.0,0.0,0.0,0.0,8.1,17.5,-18.899999
0,129,0,True,False,False,0.0,0.0,0.0,0.0,55.899999,8.5,-53.899999
0,130,0,True,False,False,0.0,0.0,0.0,0.0,49.100001,5.5,-61.9
0,131,0,True,False,False,0.0,0.0,0.0,0.0,36.0,5.5,-19.100001
0,132,0,True,False,False,0.0,0.0,0.0,0.0,23.899999,2.5,-18.899999
0,133,0,True,False,False,0.0,0.0,0.0,0.0,48.9,8.5,-57.9
0,134,0,True,False,False,0.0,0.0,0.0,0.0,36.0,23.5,-20.899999
0,135,0,True,False,False,0.0,1.0,0.0,0.0,46.5,11.5,-32.0
